tree,d_10_1st,d_10_2nd,d_10_3rd,d_10_4th,d_10_5th,d_10_6th,d_10_7th,d_10_8th,d_10_9th,d_10_10th,height,area_m2,sub_plot_area,subplot,plots,landform
167,5.7,6.1,4,,,,,,,,526,3000,150,s3s5,s3,shed
168,8.8,11,11,10.1,,,,,,,582,3000,150,s3s5,s3,shed
169,5,6.2,5.7,23.8,,,,,,,500,3000,150,s3s5,s3,shed
170,26,11.9,,,,,,,,,646,3000,150,s3s5,s3,shed
171,5,11.1,13.2,,,,,,,,435.5,3000,300,s3s6,s3,shed
172,14.1,6.9,,,,,,,,,459.5,3000,300,s3s6,s3,shed
173,6.7,,,,,,,,,,386,3000,300,s3s6,s3,shed
174,16.1,7.9,9.8,7.8,5,5.9,,,,,493,3000,300,s3s6,s3,shed
175,7.8,12,9.1,8.9,,,,,,,556,3000,300,s3s6,s3,shed
176,7.8,,,,,,,,,,312,3000,300,s3s6,s3,shed
177,24.7,,,,,,,,,,556,3000,300,s3s6,s3,shed
178,18.1,,,,,,,,,,565,3000,300,s3s6,s3,shed
179,6,13.2,9.2,7.9,5.6,6.5,,,,,364,3000,300,s3s6,s3,shed
180,7.3,9.7,13.9,12.5,9.8,,,,,,584,3000,300,s3s6,s3,shed
181,9.6,10.3,5.2,9.5,8.5,8.6,,,,,400,3000,300,s3s7,s3,shed
182,11.2,,,,,,,,,,477,3000,300,s3s7,s3,shed
183,2.6,10.5,6.1,,,,,,,,506,3000,300,s3s7,s3,shed
184,7.4,6.8,,,,,,,,,486,3000,300,s3s7,s3,shed
185,12.6,6.8,,,,,,,,,496,3000,300,s3s7,s3,shed
186,6.5,,,,,,,,,,459,3000,300,s3s7,s3,shed
187,6.7,8,6.1,,,,,,,,526,3000,300,s3s7,s3,shed
188,10.5,8.9,9.5,7.5,10.4,,,,,,449.5,3000,300,s3s7,s3,shed
189,9.3,,,,,,,,,,552,3000,300,s3s7,s3,shed
190,10.6,10.5,12,,,,,,,,498,3000,150,s3s8,s3,shed
191,7,7.1,,,,,,,,,459,3000,150,s3s8,s3,shed
192,5.6,6.2,9.1,5,8.2,,,,,,459,3000,150,s3s8,s3,shed
193,16.2,,,,,,,,,,494,3000,150,s3s8,s3,shed
194,10.5,12,4,7.7,,,,,,,511,3000,150,s3s8,s3,shed
195,26.3,,,,,,,,,,603,3000,150,s3s8,s3,shed
196,17.4,10.8,,,,,,,,,538,3000,150,s3s8,s3,shed
197,11.1,14.8,9.9,5.5,,,,,,,558.5,3000,150,s3s8,s3,shed
198,5.5,16.9,7.9,,,,,,,,511,3000,150,s3s8,s3,shed
199,12.9,,,,,,,,,,524,3000,150,s3s9,s3,shed
200,8.1,6.9,4.1,8,,,,,,,478.5,3000,150,s3s9,s3,shed
201,8.1,8.4,7.8,4.1,,,,,,,515.5,3000,150,s3s9,s3,shed
202,3.8,9.2,6.3,9.3,7.1,,,,,,488.5,3000,150,s3s9,s3,shed
203,12.2,7.3,,,,,,,,,518,3000,150,s3s9,s3,shed
204,8,5,5.1,9.1,,,,,,,518,3000,150,s3s9,s3,shed
205,5.6,9,,,,,,,,,486,3000,150,s3s9,s3,shed
206,8.6,,,,,,,,,,459,3000,150,s3s9,s3,shed
207,7.3,9.1,,,,,,,,,498,3000,150,s3s9,s3,shed
208,4.4,7.8,,,,,,,,,483,3000,150,s3s9,s3,shed
209,8.6,3.2,,,,,,,,,450,3000,150,s3s9,s3,shed
210,10.7,9.1,15.1,9.9,9.6,,,,,,518,3000,300,s3s10,s3,shed
211,15.2,,,,,,,,,,450.5,3000,300,s3s10,s3,shed
212,11.5,11.5,9,,,,,,,,505,3000,300,s3s10,s3,shed
213,9.4,9.3,6.3,,,,,,,,501,3000,300,s3s10,s3,shed
214,8,11.4,13.4,7.6,6.9,,,,,,498,3000,300,s3s10,s3,shed
215,9,11.1,14.7,10.5,,,,,,,556,3000,300,s3s10,s3,shed
216,45.1,,,,,,,,,,553,3000,300,s3s10,s3,shed
217,12.4,23.4,,,,,,,,,539,3000,300,s3s11,s3,shed
218,14.8,20.8,8.2,,,,,,,,583,3000,300,s3s11,s3,shed
219,19,9,20.1,9.8,,,,,,,653,3000,300,s3s11,s3,shed
220,15.3,10.4,,,,,,,,,584,3000,300,s3s11,s3,shed
221,7.8,11.7,,,,,,,,,534,3000,300,s3s11,s3,shed
222,10.2,10.9,10.5,8.6,,,,,,,462,3000,300,s3s11,s3,shed
223,9.1,13.7,8.2,,,,,,,,593.5,3000,750,s3s12,s3,shed
224,22.1,,,,,,,,,,560,3000,750,s3s12,s3,shed
225,13.3,,,,,,,,,,584,3000,750,s3s12,s3,shed
226,15,,,,,,,,,,604,3000,750,s3s12,s3,shed
227,21.1,,,,,,,,,,584,3000,750,s3s12,s3,shed
228,12.1,21.3,,,,,,,,,458,3000,750,s3s12,s3,shed
229,23.4,,,,,,,,,,562,3000,750,s3s12,s3,shed
230,18.7,12.9,,,,,,,,,544,3000,750,s3s12,s3,shed
231,7.4,8.4,5.8,,,,,,,,388,3000,750,s3s12,s3,shed
232,20.5,9.3,,,,,,,,,603,3000,750,s3s12,s3,shed
233,13.8,,,,,,,,,,516,3000,450,s4s1,s4,shed
234,34,,,,,,,,,,548,3000,450,s4s1,s4,shed
235,3.5,4.5,7.5,,,,,,,,390,3000,450,s4s1,s4,shed
236,30.1,,,,,,,,,,464,3000,450,s4s1,s4,shed
237,21,,,,,,,,,,502,3000,450,s4s1,s4,shed
238,7,6,,,,,,,,,351.5,3000,450,s4s1,s4,shed
239,12.5,,,,,,,,,,562,3000,450,s4s1,s4,shed
240,34,,,,,,,,,,578.5,3000,450,s4s1,s4,shed
241,43.2,,,,,,,,,,556,3000,300,s4s2,s4,shed
242,25.1,,,,,,,,,,423.5,3000,300,s4s2,s4,shed
243,53.4,,,,,,,,,,530.5,3000,300,s4s2,s4,shed
244,9.5,13.31,,,,,,,,,365,3000,300,s4s2,s4,shed
245,8,7.5,,,,,,,,,405,3000,300,s4s2,s4,shed
246,23.9,,,,,,,,,,505,3000,300,s4s2,s4,shed
247,17.7,,,,,,,,,,469,3000,300,s4s2,s4,shed
248,19.2,,,,,,,,,,469,3000,300,s4s2,s4,shed
249,13,9,7,,,,,,,,436,3000,300,s4s3,s4,shed
250,35,,,,,,,,,,529,3000,300,s4s3,s4,shed
251,10,11,10.7,,,,,,,,399,3000,300,s4s3,s4,shed
252,35.9,,,,,,,,,,495,3000,300,s4s3,s4,shed
253,10.9,11,15.8,,,,,,,,365,3000,300,s4s4,s4,shed
254,4.5,5.5,6.5,,,,,,,,279,3000,300,s4s4,s4,shed
255,11.5,11.4,15,,,,,,,,345.5,3000,300,s4s5,s4,shed
256,35.1,,,,,,,,,,416,3000,300,s4s5,s4,shed
257,37,,,,,,,,,,325,3000,300,s4s5,s4,shed
258,30.6,,,,,,,,,,509,3000,300,s4s5,s4,shed
259,11.3,,,,,,,,,,467.5,3000,300,s4s5,s4,shed
260,11.4,7.9,10.6,,,,,,,,533,3000,300,s4s5,s4,shed
261,8.2,17.5,9.6,,,,,,,,467,3000,300,s4s5,s4,shed
262,1.5,,,,,,,,,,63,3000,300,s4s6,s4,shed
263,14.4,12.2,6.5,10.3,15,10.5,,,,,474.5,3000,300,s4s6,s4,shed
264,10,16,,,,,,,,,329,3000,300,s4s6,s4,shed
265,22.4,,,,,,,,,,531,3000,300,s4s6,s4,shed
266,22,,,,,,,,,,446,3000,300,s4s6,s4,shed
267,8.1,14.9,18,,,,,,,,382,3000,300,s4s6,s4,shed
268,37,,,,,,,,,,470,3000,300,s4s6,s4,shed
269,21.2,,,,,,,,,,551,3000,600,s4s7,s4,shed
270,20.9,,,,,,,,,,474,3000,600,s4s7,s4,shed
271,7.1,15.9,,,,,,,,,474,3000,600,s4s7,s4,shed
272,18.6,10.2,,,,,,,,,407,3000,600,s4s7,s4,shed
273,24.6,,,,,,,,,,524,3000,600,s4s7,s4,shed
274,12,16.4,,,,,,,,,411,3000,300,s4s8,s4,shed
275,9.5,7.5,,,,,,,,,470.5,3000,300,s4s8,s4,shed
276,7.5,,,,,,,,,,420,3000,300,s4s8,s4,shed
277,7,10.6,,,,,,,,,484,3000,300,s4s8,s4,shed
278,8,9,8.5,13.3,8,7.4,13.3,3,6.5,4,449,3000,300,s4s8,s4,shed
279,18.5,,,,,,,,,,411.5,3000,300,s4s8,s4,shed
280,7.5,,,,,,,,,,420,3000,300,s4s8,s4,shed
281,19,,,,,,,,,,443,3000,300,s4s8,s4,shed
282,17.5,,,,,,,,,,477,3000,300,s4s8,s4,shed
283,9.8,7.2,7.5,,,,,,,,365,3000,450,s4s9,s4,shed
284,11.2,9.5,9,,,,,,,,369,3000,450,s4s9,s4,shed
285,21.7,,,,,,,,,,417,3000,450,s4s9,s4,shed
286,16.1,,,,,,,,,,415,3000,450,s4s9,s4,shed
287,20.9,10.6,,,,,,,,,423,3000,450,s4s9,s4,shed
288,9.3,10.6,10.3,4.1,7.6,,,,,,384,3000,450,s4s9,s4,shed
289,9.8,9.8,14,,,,,,,,437,3000,450,s4s9,s4,shed
290,8,11,8,3,6,6.3,3,4,,,335,3000,450,s4s9,s4,shed
291,7,9,8,4.5,8.5,8,7.5,8.2,,,365,3000,450,s4s9,s4,shed
292,8.2,12.2,10,12.8,9.5,,,,,,395,3000,450,s4s9,s4,shed
293,8.8,9.4,,,,,,,,,398,3000,450,s4s9,s4,shed
294,12.1,10.5,15.3,,,,,,,,428,3000,450,s4s9,s4,shed
295,22.4,,,,,,,,,,408,3000,450,s4s9,s4,shed
296,5,17.8,,,,,,,,,458,3000,450,s4s9,s4,shed
297,14,,,,,,,,,,504,3000,450,s4s9,s4,shed
298,9,16,,,,,,,,,492,3000,450,s4s9,s4,shed
299,12.9,,,,,,,,,,492,3000,450,s4s9,s4,shed
300,25.2,,,,,,,,,,468.5,3000,450,s4s9,s4,shed
301,13.9,,,,,,,,,,593,3000,450,s4s9,s4,shed
302,8,,,,,,,,,,426,3000,450,s4s9,s4,shed
303,7,4,9.8,2,,,,,,,463.5,3000,450,s4s9,s4,shed
304,16.4,,,,,,,,,,427,3000,450,s4s9,s4,shed
305,16.3,,,,,,,,,,450,3000,450,s4s9,s4,shed
306,4,,,,,,,,,,279,900,150,s2s1,s2,acc
307,3,,,,,,,,,,275,900,150,s2s1,s2,acc
308,5.9,5.5,,,,,,,,,402,900,150,s2s1,s2,acc
309,3,3,,,,,,,,,301,900,150,s2s1,s2,acc
310,7.3,,,,,,,,,,499,900,150,s2s1,s2,acc
311,7.3,,,,,,,,,,475,900,150,s2s1,s2,acc
312,6.5,,,,,,,,,,453,900,150,s2s1,s2,acc
313,4.8,,,,,,,,,,388.5,900,150,s2s1,s2,acc
314,5.2,,,,,,,,,,445,900,150,s2s1,s2,acc
315,4,,,,,,,,,,322,900,150,s2s1,s2,acc
316,6.9,,,,,,,,,,427,900,150,s2s1,s2,acc
317,9.3,,,,,,,,,,514,900,150,s2s1,s2,acc
318,3,,,,,,,,,,358,900,150,s2s1,s2,acc
319,3,,,,,,,,,,296,900,150,s2s1,s2,acc
320,7.5,,,,,,,,,,551,900,150,s2s1,s2,acc
321,5.6,,,,,,,,,,502,900,150,s2s1,s2,acc
322,9,,,,,,,,,,550,900,150,s2s1,s2,acc
323,7.6,,,,,,,,,,484,900,150,s2s1,s2,acc
324,5.9,,,,,,,,,,377,900,150,s2s1,s2,acc
325,3.5,,,,,,,,,,312,900,150,s2s1,s2,acc
326,7.9,,,,,,,,,,392,900,150,s2s1,s2,acc
327,10.2,,,,,,,,,,531,900,150,s2s1,s2,acc
328,8.6,,,,,,,,,,476,900,150,s2s1,s2,acc
329,10.1,,,,,,,,,,533,900,150,s2s1,s2,acc
330,8,,,,,,,,,,513.5,900,150,s2s1,s2,acc
331,26.3,,,,,,,,,,773,900,150,s2s1,s2,acc
332,8,,,,,,,,,,488,900,150,s2s1,s2,acc
333,4.9,,,,,,,,,,299,900,150,s2s1,s2,acc
334,5.6,,,,,,,,,,457,900,150,s2s2,s2,acc
335,4.6,,,,,,,,,,423,900,150,s2s2,s2,acc
336,6.1,,,,,,,,,,518,900,150,s2s2,s2,acc
337,9.1,,,,,,,,,,574,900,150,s2s2,s2,acc
338,3.5,4.8,,,,,,,,,459,900,150,s2s2,s2,acc
339,5.4,,,,,,,,,,464,900,150,s2s2,s2,acc
340,5.2,,,,,,,,,,459,900,150,s2s2,s2,acc
341,8.4,,,,,,,,,,518.5,900,150,s2s2,s2,acc
342,8.6,,,,,,,,,,487,900,150,s2s2,s2,acc
343,5.2,7.6,,,,,,,,,530,900,150,s2s2,s2,acc
344,7.5,,,,,,,,,,584,900,150,s2s2,s2,acc
345,7.4,,,,,,,,,,555,900,150,s2s2,s2,acc
346,6.8,,,,,,,,,,497,900,150,s2s2,s2,acc
347,6.8,,,,,,,,,,549,900,150,s2s2,s2,acc
348,7,6.4,,,,,,,,,498,900,150,s2s2,s2,acc
349,8.2,,,,,,,,,,554,900,150,s2s2,s2,acc
350,6.9,,,,,,,,,,482.5,900,150,s2s2,s2,acc
351,7.3,,,,,,,,,,574,900,150,s2s2,s2,acc
352,7,,,,,,,,,,508.5,900,150,s2s2,s2,acc
353,6.8,,,,,,,,,,450,900,150,s2s2,s2,acc
354,5,,,,,,,,,,323.5,900,150,s2s2,s2,acc
355,6,,,,,,,,,,420.5,900,150,s2s2,s2,acc
356,31.5,,,,,,,,,,705,900,150,s2s2,s2,acc
357,4,,,,,,,,,,297,900,150,s2s2,s2,acc
358,4,,,,,,,,,,301,900,150,s2s2,s2,acc
359,6.5,,,,,,,,,,409,900,150,s2s2,s2,acc
360,10.2,,,,,,,,,,527,900,150,s2s2,s2,acc
361,13.9,,,,,,,,,,520,900,150,s2s2,s2,acc
362,8.5,,,,,,,,,,489,900,150,s2s2,s2,acc
363,23.9,,,,,,,,,,595,900,150,s2s2,s2,acc
364,2.1,2,1,,,,,,,,171.1,900,150,s2s3,s2,acc
365,3.8,,,,,,,,,,251,900,150,s2s3,s2,acc
366,1,,,,,,,,,,203,900,150,s2s3,s2,acc
367,6,4.8,,,,,,,,,454,900,150,s2s3,s2,acc
368,3.8,,,,,,,,,,429,900,150,s2s3,s2,acc
369,30.2,,,,,,,,,,702,900,150,s2s3,s2,acc
370,4.5,,,,,,,,,,467,900,150,s2s3,s2,acc
371,7.3,,,,,,,,,,479,900,150,s2s3,s2,acc
372,6.4,,,,,,,,,,454,900,150,s2s3,s2,acc
373,3.2,,,,,,,,,,440,900,150,s2s3,s2,acc
374,4.8,,,,,,,,,,407,900,150,s2s3,s2,acc
375,3,,,,,,,,,,277,900,150,s2s3,s2,acc
376,5,,,,,,,,,,339,900,150,s2s3,s2,acc
377,7.8,,,,,,,,,,454,900,150,s2s3,s2,acc
378,8.9,,,,,,,,,,469,900,150,s2s3,s2,acc
379,5.8,,,,,,,,,,460,900,150,s2s3,s2,acc
380,4.5,,,,,,,,,,386,900,150,s2s3,s2,acc
381,4.2,,,,,,,,,,376,900,150,s2s3,s2,acc
382,3,,,,,,,,,,196.5,900,150,s2s3,s2,acc
383,8.4,,,,,,,,,,487.5,900,150,s2s3,s2,acc
384,9.1,,,,,,,,,,507,900,150,s2s3,s2,acc
385,7.5,,,,,,,,,,488,900,150,s2s3,s2,acc
386,9.1,,,,,,,,,,517,900,150,s2s3,s2,acc
387,8.4,,,,,,,,,,521,900,150,s2s4,s2,acc
388,7.9,6.2,8.2,,,,,,,,542.5,900,150,s2s4,s2,acc
389,5.2,,,,,,,,,,394,900,150,s2s4,s2,acc
390,8.4,,,,,,,,,,520,900,150,s2s4,s2,acc
391,4.2,,,,,,,,,,293,900,150,s2s4,s2,acc
392,8.9,,,,,,,,,,427,900,150,s2s4,s2,acc
393,5.3,,,,,,,,,,395,900,150,s2s4,s2,acc
394,31.9,,,,,,,,,,596,900,150,s2s4,s2,acc
395,4.4,,,,,,,,,,285,900,150,s2s4,s2,acc
396,6.8,,,,,,,,,,402,900,150,s2s4,s2,acc
397,6.3,,,,,,,,,,384,900,150,s2s4,s2,acc
398,8.9,,,,,,,,,,458.5,900,150,s2s4,s2,acc
