tree,d_10_1st,d_10_2nd,d_10_3rd,d_10_4th,d_10_5th,d_10_6th,d_10_7th,d_10_8th,d_10_9th,d_10_10th,height,area_m2,sub_plot_area,subplot,plots,landform
44,17.8,,,,,,,,,,458,3000,600,n3s5,n3,acc
45,12,,,,,,,,,,547,3000,600,n3s5,n3,acc
46,13,23.7,,,,,,,,,664,3000,600,n3s5,n3,acc
47,10.5,11,10.5,10.3,,,,,,,563.5,3000,600,n3s5,n3,acc
48,2.5,19.5,,,,,,,,,504,3000,600,n3s5,n3,acc
49,7,2.5,15.4,,,,,,,,524,3000,600,n3s5,n3,acc
50,10.8,,,,,,,,,,512,3000,600,n3s5,n3,acc
51,10.1,,,,,,,,,,449,3000,600,n3s5,n3,acc
52,23.8,,,,,,,,,,763,3000,600,n3s5,n3,acc
53,22.1,,,,,,,,,,599.5,3000,600,n3s5,n3,acc
54,13.5,,,,,,,,,,609,3000,600,n3s5,n3,acc
55,17.6,,,,,,,,,,520,3000,600,n3s5,n3,acc
56,13.3,,,,,,,,,,515,3000,600,n3s5,n3,acc
57,10.9,,,,,,,,,,570,3000,600,n3s6,n3,acc
58,13.6,,,,,,,,,,534,3000,600,n3s6,n3,acc
59,11.3,,,,,,,,,,570,3000,600,n3s6,n3,acc
60,9.5,,,,,,,,,,526,3000,600,n3s6,n3,acc
61,11.1,,,,,,,,,,546,3000,600,n3s6,n3,acc
62,25.9,,,,,,,,,,694,3000,600,n3s6,n3,acc
63,10.7,16,,,,,,,,,604,3000,600,n3s6,n3,acc
64,12.7,,,,,,,,,,563,3000,600,n3s6,n3,acc
65,9.7,,,,,,,,,,665,3000,600,n3s6,n3,acc
66,15.7,,,,,,,,,,665,3000,600,n3s6,n3,acc
67,13.2,11.6,,,,,,,,,600,3000,600,n3s6,n3,acc
68,15.2,,,,,,,,,,530,3000,600,n3s6,n3,acc
69,11.4,,,,,,,,,,537,3000,600,n3s6,n3,acc
70,10,,,,,,,,,,530,3000,600,n3s6,n3,acc
71,20.3,,,,,,,,,,524.5,3000,600,n3s6,n3,acc
72,21.6,,,,,,,,,,600,3000,600,n3s6,n3,acc
73,11.8,,,,,,,,,,575,3000,600,n3s6,n3,acc
74,11.8,,,,,,,,,,576,3000,600,n3s6,n3,acc
75,15.8,,,,,,,,,,576,3000,600,n3s6,n3,acc
76,17.3,,,,,,,,,,525,3000,600,n3s6,n3,acc
77,8.4,,,,,,,,,,321,3000,600,n3s6,n3,acc
78,12.8,8,26.3,,,,,,,,766,3000,600,n3s6,n3,acc
79,20.1,,,,,,,,,,665,3000,300,n4s1,n4,acc
80,31.4,,,,,,,,,,704,3000,300,n4s1,n4,acc
81,8,6,23.5,7,8,,,,,,684,3000,300,n4s1,n4,acc
82,21.2,,,,,,,,,,647,3000,300,n4s1,n4,acc
83,6.5,,,,,,,,,,519,3000,300,n4s1,n4,acc
84,10.7,,,,,,,,,,503,3000,300,n4s1,n4,acc
85,10,10,,,,,,,,,518,3000,300,n4s1,n4,acc
86,12.9,4,,,,,,,,,543.5,3000,300,n4s1,n4,acc
87,9,13.5,,,,,,,,,555,3000,300,n4s1,n4,acc
88,8.7,,,,,,,,,,504,3000,300,n4s1,n4,acc
89,9.4,,,,,,,,,,545,3000,300,n4s1,n4,acc
90,10.4,,,,,,,,,,535,3000,300,n4s1,n4,acc
91,7.5,,,,,,,,,,430,3000,300,n4s1,n4,acc
92,6,7,7,,,,,,,,440,3000,300,n4s2,n4,acc
93,3.8,,,,,,,,,,655,3000,300,n4s2,n4,acc
94,7.5,12,11.2,,,,,,,,602,3000,300,n4s2,n4,acc
95,9.7,,,,,,,,,,536,3000,300,n4s2,n4,acc
96,9.5,10.5,,,,,,,,,563,3000,300,n4s2,n4,acc
97,8,,,,,,,,,,492,3000,300,n4s2,n4,acc
98,8.5,6,,,,,,,,,578,3000,300,n4s2,n4,acc
99,11.6,,,,,,,,,,556,3000,300,n4s2,n4,acc
100,9,,,,,,,,,,504,3000,300,n4s2,n4,acc
101,8.7,,,,,,,,,,506,3000,300,n4s2,n4,acc
102,13,,,,,,,,,,645,3000,300,n4s2,n4,acc
103,22.1,,,,,,,,,,635,3000,300,n4s2,n4,acc
104,13.4,9.8,,,,,,,,,520,3000,300,n4s2,n4,acc
105,15.7,,,,,,,,,,551.5,3000,300,n4s3,n4,acc
106,11.6,,,,,,,,,,510,3000,300,n4s3,n4,acc
107,6,8,9,,,,,,,,353,3000,300,n4s3,n4,acc
108,8.5,,,,,,,,,,499,3000,300,n4s3,n4,acc
109,13,,,,,,,,,,527,3000,300,n4s3,n4,acc
110,10.5,,,,,,,,,,514,3000,300,n4s3,n4,acc
111,9.8,,,,,,,,,,524,3000,300,n4s3,n4,acc
112,7,10.5,10.5,,,,,,,,541,3000,300,n4s3,n4,acc
113,9,,,,,,,,,,489,3000,300,n4s3,n4,acc
114,9,8.5,,,,,,,,,559,3000,300,n4s3,n4,acc
115,9,13,,,,,,,,,485,3000,300,n4s3,n4,acc
116,14,,,,,,,,,,533,3000,450,n4s4,n4,acc
117,10.8,10.4,,,,,,,,,591,3000,450,n4s4,n4,acc
118,11.5,,,,,,,,,,505,3000,450,n4s4,n4,acc
119,7.9,4.5,,,,,,,,,519,3000,450,n4s4,n4,acc
120,13.6,,,,,,,,,,547,3000,450,n4s4,n4,acc
121,31,,,,,,,,,,734,3000,450,n4s4,n4,acc
122,12.8,,,,,,,,,,534,3000,450,n4s5,n4,acc
123,9,4,12,,,,,,,,539,3000,450,n4s5,n4,acc
124,17.3,20.9,,,,,,,,,714,3000,450,n4s5,n4,acc
125,20.8,,,,,,,,,,604,3000,450,n4s5,n4,acc
126,8,,,,,,,,,,557,3000,450,n4s5,n4,acc
127,9,,,,,,,,,,681,3000,450,n4s5,n4,acc
128,7,,,,,,,,,,601,3000,450,n4s5,n4,acc
129,12.6,8,,,,,,,,,575,3000,450,n4s5,n4,acc
130,9,,,,,,,,,,494,3000,450,n4s5,n4,acc
131,8,8,,,,,,,,,540,3000,450,n4s5,n4,acc
132,11.7,,,,,,,,,,654,3000,450,n4s5,n4,acc
133,7,13,,,,,,,,,650,3000,450,n4s5,n4,acc
134,14.7,,,,,,,,,,580,3000,450,n4s5,n4,acc
135,14.1,,,,,,,,,,680,3000,450,n4s5,n4,acc
136,19,,,,,,,,,,705,3000,450,n4s5,n4,acc
137,14.5,12.8,,,,,,,,,700,3000,450,n4s5,n4,acc
138,8,6,9,9.2,,,,,,,700,3000,450,n4s5,n4,acc
139,11.2,4,,,,,,,,,675,3000,600,n4s6,n4,acc
140,6,9.5,11.2,,,,,,,,655,3000,600,n4s6,n4,acc
141,7,9.5,,,,,,,,,615,3000,600,n4s6,n4,acc
142,9.5,,,,,,,,,,675,3000,600,n4s6,n4,acc
143,8.5,8,9,,,,,,,,654,3000,600,n4s6,n4,acc
144,30.4,,,,,,,,,,814,3000,600,n4s6,n4,acc
145,20.4,23.6,16.9,,,,,,,,824,3000,600,n4s6,n4,acc
146,8,7,7.5,,,,,,,,634,3000,600,n4s6,n4,acc
147,11.5,,,,,,,,,,527,3000,600,n4s6,n4,acc
148,8,6,,,,,,,,,645,3000,600,n4s6,n4,acc
149,19.7,,,,,,,,,,650,3000,600,n4s6,n4,acc
150,10,8,4,,,,,,,,690,3000,600,n4s6,n4,acc
151,15.2,17.7,,,,,,,,,715,3000,600,n4s6,n4,acc
152,13,,,,,,,,,,695,3000,600,n4s6,n4,acc
153,13.3,,,,,,,,,,496,3000,600,n4s6,n4,acc
154,10.5,,,,,,,,,,553,3000,600,n4s6,n4,acc
155,6.5,,,,,,,,,,593,3000,600,n4s6,n4,acc
156,6,,,,,,,,,,600,3000,600,n4s6,n4,acc
157,8.5,,,,,,,,,,630,3000,600,n4s6,n4,acc
158,10,,,,,,,,,,645,3000,600,n4s6,n4,acc
159,4.5,7.5,,,,,,,,,605,3000,600,n4s6,n4,acc
160,8,,,,,,,,,,625,3000,600,n4s6,n4,acc
161,7.5,8,7,,,,,,,,610,3000,600,n4s6,n4,acc
162,12,11.4,,,,,,,,,604,3000,600,n4s6,n4,acc
163,5,9,9,,,,,,,,555,3000,600,n4s6,n4,acc
164,8.5,5,,,,,,,,,684,3000,600,n4s6,n4,acc
165,6,8,7.5,,,,,,,,555,3000,600,n4s6,n4,acc
166,10,,,,,,,,,,531,3000,600,n4s6,n4,acc
167,8.5,,,,,,,,,,560,3000,600,n4s6,n4,acc
168,10,,,,,,,,,,543,3000,600,n4s6,n4,acc
169,8,9,,,,,,,,,605,3000,600,n4s6,n4,acc
170,10,,,,,,,,,,655,3000,600,n4s6,n4,acc
171,7,,,,,,,,,,655,3000,600,n4s6,n4,acc
172,14.4,,,,,,,,,,604,3000,600,n4s6,n4,acc
173,18,,,,,,,,,,636,3000,600,n4s6,n4,acc
174,17.8,,,,,,,,,,615,3000,600,n4s6,n4,acc
175,26,,,,,,,,,,670,3000,600,n4s6,n4,acc
176,10,,,,,,,,,,674,3000,600,n4s6,n4,acc
177,6,,,,,,,,,,493,3000,600,n4s6,n4,acc
178,18.8,,,,,,,,,,750,3000,300,n5s1,n5,acc
179,10.2,,,,,,,,,,540,3000,300,n5s1,n5,acc
180,15.7,,,,,,,,,,450,3000,300,n5s1,n5,acc
181,8.5,4.5,6,,,,,,,,420,3000,300,n5s2,n5,acc
182,15.6,,,,,,,,,,612,3000,300,n5s2,n5,acc
183,13.1,,,,,,,,,,570,3000,300,n5s2,n5,acc
184,6.5,7,,,,,,,,,410,3000,300,n5s3,n5,acc
185,21.8,,,,,,,,,,760,3000,300,n5s3,n5,acc
186,18.8,,,,,,,,,,780,3000,300,n5s3,n5,acc
187,19,,,,,,,,,,690,3000,150,n5s4,n5,acc
188,13.5,,,,,,,,,,550,3000,150,n5s4,n5,acc
189,4,17,,,,,,,,,710,3000,300,n5s5,n5,acc
190,17.5,8,5,5.5,,,,,,,710,3000,300,n5s5,n5,acc
191,18.4,12.5,9.8,,,,,,,,750,3000,300,n5s5,n5,acc
192,11.3,18,6,,,,,,,,750,3000,300,n5s5,n5,acc
193,5,6,7,15.3,,,,,,,740,3000,300,n5s5,n5,acc
194,8,24,,,,,,,,,710,3000,300,n5s5,n5,acc
195,21.1,,,,,,,,,,670,3000,300,n5s5,n5,acc
196,16,,,,,,,,,,560,3000,300,n5s5,n5,acc
197,8.6,,,,,,,,,,480,3000,300,n5s6,n5,acc
198,10.2,,,,,,,,,,463,3000,300,n5s6,n5,acc
199,9.7,,,,,,,,,,490,3000,300,n5s6,n5,acc
200,8.4,,,,,,,,,,410,3000,300,n5s6,n5,acc
201,8.5,,,,,,,,,,590,3000,300,n5s6,n5,acc
202,10,,,,,,,,,,555,3000,300,n5s6,n5,acc
203,8,10.3,,,,,,,,,590,3000,300,n5s6,n5,acc
204,13.5,,,,,,,,,,610,3000,300,n5s6,n5,acc
205,22.5,,,,,,,,,,610,3000,300,n5s6,n5,acc
206,12.2,,,,,,,,,,450,3000,300,n5s6,n5,acc
207,13.5,,,,,,,,,,500,3000,300,n5s6,n5,acc
208,16.5,,,,,,,,,,653,3000,300,n5s6,n5,acc
209,11,10.5,,,,,,,,,470,3000,300,n5s6,n5,acc
210,28.4,,,,,,,,,,653,3000,300,n5s6,n5,acc
211,18.7,,,,,,,,,,570,3000,450,n5s7,n5,acc
212,9.6,,,,,,,,,,520,3000,450,n5s7,n5,acc
213,8.9,9.7,,,,,,,,,530,3000,450,n5s7,n5,acc
214,10.8,,,,,,,,,,510,3000,450,n5s7,n5,acc
215,3,11,,,,,,,,,510,3000,450,n5s7,n5,acc
216,8.2,13.6,8,,,,,,,,510,3000,450,n5s7,n5,acc
217,22.9,,,,,,,,,,606,3000,450,n5s7,n5,acc
218,23,,,,,,,,,,830,3000,450,n5s7,n5,acc
219,13.6,,,,,,,,,,590,3000,450,n5s7,n5,acc
220,8,,,,,,,,,,520,3000,450,n5s7,n5,acc
221,9.9,,,,,,,,,,610,3000,450,n5s7,n5,acc
222,17.9,,,,,,,,,,770,3000,450,n5s7,n5,acc
223,19.8,5.5,,,,,,,,,840,3000,450,n5s7,n5,acc
224,37.3,,,,,,,,,,820,3000,300,n5s8,n5,acc
225,3,9.7,,,,,,,,,550,3000,300,n5s8,n5,acc
226,3,9.7,,,,,,,,,510,3000,300,n5s8,n5,acc
227,20.7,10,,,,,,,,,664,3000,300,n5s8,n5,acc
228,7.5,5,,,,,,,,,560,3000,300,n5s8,n5,acc
229,13.8,12.6,,,,,,,,,590,3000,300,n5s8,n5,acc
230,26.4,,,,,,,,,,630,3000,300,n5s9,n5,acc
231,19.5,,,,,,,,,,540,3000,300,n5s9,n5,acc
232,10.3,,,,,,,,,,580,3000,300,n5s9,n5,acc
233,13.2,,,,,,,,,,580,3000,300,n5s9,n5,acc
234,4,11.2,,,,,,,,,510,3000,300,n5s9,n5,acc
235,5,10.8,9.3,,,,,,,,520,3000,300,n5s9,n5,acc
236,8,,,,,,,,,,570,3000,300,n5s9,n5,acc
237,33.4,,,,,,,,,,800,3000,300,n5s9,n5,acc
238,16.3,,,,,,,,,,580,3000,300,n5s9,n5,acc
239,13.8,19.4,,,,,,,,,623,3000,300,n5s10,n5,acc
240,18.8,,,,,,,,,,723,3000,300,n5s10,n5,acc
241,22.9,,,,,,,,,,623,3000,300,n5s10,n5,acc
242,36.2,,,,,,,,,,710,3000,300,n5s10,n5,acc
243,7.1,,,,,,,,,,405,3000,300,n1s1,n1,shed
244,13.1,,,,,,,,,,455,3000,300,n1s1,n1,shed
245,20.2,4.5,10.1,,,,,,,,530,3000,300,n1s1,n1,shed
246,9,,,,,,,,,,415,3000,300,n1s1,n1,shed
247,10.1,5.9,10.8,9,3,6.1,10,,,,467,3000,300,n1s1,n1,shed
248,10.5,14,,,,,,,,,361,3000,300,n1s1,n1,shed
249,5.5,8.7,,,,,,,,,455,3000,300,n1s1,n1,shed
250,7.3,13,,,,,,,,,480,3000,300,n1s1,n1,shed
251,27.1,,,,,,,,,,510,3000,300,n1s1,n1,shed
252,9.4,5.3,,,,,,,,,455,3000,300,n1s1,n1,shed
253,6.5,,,,,,,,,,360,3000,300,n1s1,n1,shed
254,17.4,,,,,,,,,,465,3000,300,n1s1,n1,shed
255,11.3,,,,,,,,,,440,3000,300,n1s1,n1,shed
256,18.7,,,,,,,,,,500,3000,300,n1s1,n1,shed
257,2,2,5.7,7.2,7.4,,,,,,415,3000,300,n1s1,n1,shed
258,7,6.5,,,,,,,,,455,3000,300,n1s1,n1,shed
259,18.7,2,2.5,,,,,,,,430,3000,300,n1s1,n1,shed
260,7.5,3,6.1,,,,,,,,465,3000,300,n1s1,n1,shed
261,22.6,,,,,,,,,,520,3000,600,n1s2,n1,shed
262,12.4,,,,,,,,,,455,3000,600,n1s2,n1,shed
263,6.2,14.5,5.4,14,4,,,,,,510,3000,600,n1s2,n1,shed
264,6,8.1,3,2.1,3,,,,,,400,3000,600,n1s2,n1,shed
265,3.5,4,4,9.2,9.4,,,,,,490,3000,600,n1s2,n1,shed
266,7.8,7.4,7.9,10.5,5.7,5,,,,,460,3000,600,n1s2,n1,shed
267,10.1,6,3.5,7.5,,,,,,,410,3000,600,n1s2,n1,shed
268,13.7,7.5,7.1,4,,,,,,,415,3000,600,n1s2,n1,shed
269,9.5,5.5,6.6,8.3,,,,,,,390,3000,600,n1s2,n1,shed
270,8.3,9.4,4.4,10.6,,,,,,,450,3000,600,n1s2,n1,shed
271,5.6,6.1,,,,,,,,,265,3000,600,n1s2,n1,shed
272,7.8,7.1,2,2,,,,,,,445,3000,600,n1s2,n1,shed
273,16.2,16.3,5.8,,,,,,,,530,3000,600,n1s3,n1,shed
274,1,0.5,0.2,,,,,,,,52,3000,600,n1s3,n1,shed
275,1,2,0.2,0.2,0.2,,,,,,31,3000,600,n1s3,n1,shed
276,14.4,,,,,,,,,,535,3000,600,n1s3,n1,shed
277,1,1,,,,,,,,,40,3000,600,n1s3,n1,shed
278,13.5,9.6,9.2,,,,,,,,445,3000,600,n1s3,n1,shed
279,7.5,4,8,7,7.1,7,9.3,,,,470,3000,600,n1s3,n1,shed
280,17.3,14.4,5.5,4.5,6,6.5,,,,,465,3000,600,n1s3,n1,shed
281,12.3,21.1,,,,,,,,,495,3000,600,n1s4,n1,shed
282,1,1,,,,,,,,,50.5,3000,600,n1s4,n1,shed
283,1,1,1,,,,,,,,60.5,3000,600,n1s4,n1,shed
284,0.5,,,,,,,,,,30,3000,600,n1s4,n1,shed
285,2,3,,,,,,,,,95,3000,600,n1s4,n1,shed
286,12.5,4.5,4.8,4,4.3,,,,,,430,3000,300,n1s5,n1,shed
287,12.8,5,4,,,,,,,,440,3000,300,n1s5,n1,shed
288,18.6,13.3,,,,,,,,,500,3000,300,n1s5,n1,shed
289,21,,,,,,,,,,500,3000,300,n1s5,n1,shed
290,8.6,7,12.1,13.1,,,,,,,485,3000,300,n1s5,n1,shed
291,11.9,,,,,,,,,,400,3000,300,n1s5,n1,shed
292,11.1,5.6,,,,,,,,,445,3000,300,n1s5,n1,shed
293,9.9,14.3,5.7,,,,,,,,540,3000,300,n1s5,n1,shed
294,9.2,10.6,7.3,8.1,10.2,,,,,,490,3000,300,n1s6,n1,shed
295,7.4,16.4,,,,,,,,,580,3000,300,n1s6,n1,shed
296,16.8,9.8,,,,,,,,,560,3000,300,n1s6,n1,shed
297,11.9,4.5,,,,,,,,,530,3000,300,n1s6,n1,shed
298,10.4,8.7,6.4,7.8,,,,,,,510,3000,300,n1s7,n1,shed
299,6.5,10.6,4.8,7.5,4.5,,,,,,515,3000,300,n1s7,n1,shed
300,13.1,8.5,10.3,,,,,,,,510,3000,300,n1s7,n1,shed
301,15,5.1,4,4,6,,,,,,540,3000,300,n1s7,n1,shed
302,6.5,,,,,,,,,,495,3000,300,n1s7,n1,shed
303,8,11,3.2,,,,,,,,490,3000,300,n1s7,n1,shed
304,19.1,3.5,2,,,,,,,,560,3000,300,n1s7,n1,shed
305,10.1,8.4,3.7,,,,,,,,545,3000,300,n1s7,n1,shed
306,15,,,,,,,,,,480,3000,300,n1s7,n1,shed
307,6.3,8.5,,,,,,,,,475,3000,300,n1s7,n1,shed
308,11.7,9,,,,,,,,,489,3000,300,n1s7,n1,shed
309,19.6,,,,,,,,,,460,3000,300,n1s7,n1,shed
310,9.5,13.3,,,,,,,,,600,3000,300,n1s7,n1,shed
311,9.5,7.6,2.5,,,,,,,,455,3000,300,n1s7,n1,shed
312,17.6,,,,,,,,,,495,3000,300,n1s7,n1,shed
313,23.9,,,,,,,,,,505,3000,300,n1s7,n1,shed
314,13.3,9.5,9.5,15.3,4,9.1,,,,,490,3000,300,n2s1,n2,shed
315,7.4,15.6,11.5,,,,,,,,580,3000,300,n2s1,n2,shed
316,6.5,7.8,13.8,8,,,,,,,465,3000,300,n2s1,n2,shed
317,4,4.5,8.5,2.5,1.5,11.9,,,,,505,3000,300,n2s1,n2,shed
318,5,12.3,5,4,12.4,,,,,,490,3000,300,n2s1,n2,shed
319,11.9,13.3,4.5,,,,,,,,510,3000,300,n2s1,n2,shed
320,3.5,2,3.5,6,12.4,,,,,,375,3000,300,n2s1,n2,shed
321,1.5,4.5,2.5,4,7.4,2,2,,,,450,3000,300,n2s1,n2,shed
322,10.3,10.1,10.9,,,,,,,,500,3000,300,n2s1,n2,shed
323,13.1,11.5,,,,,,,,,480,3000,300,n2s1,n2,shed
324,5,7.9,9.7,5,6.7,12.2,12.8,,,,475,3000,600,n2s2,n2,shed
325,11.2,5.3,8.2,9,7.5,,,,,,410,3000,600,n2s2,n2,shed
326,21.2,,,,,,,,,,480,3000,600,n2s2,n2,shed
327,9.5,3,7.5,3.5,4.5,,,,,,315,3000,600,n2s2,n2,shed
328,6.5,8,3,,,,,,,,475,3000,600,n2s2,n2,shed
329,13.3,14,,,,,,,,,480,3000,600,n2s2,n2,shed
330,6,9,4,,,,,,,,500,3000,600,n2s2,n2,shed
331,2,2,8,3,4,7.5,3,4,4,,264,3000,600,n2s2,n2,shed
332,8.1,10.9,9.3,,,,,,,,535,3000,600,n2s3,n2,shed
333,11.5,6,,,,,,,,,540,3000,600,n2s3,n2,shed
334,16,15.7,,,,,,,,,560,3000,600,n2s3,n2,shed
335,16,6,7,,,,,,,,580,3000,600,n2s3,n2,shed
336,15.6,,,,,,,,,,560,3000,600,n2s3,n2,shed
337,3,4.5,3,9.9,7.5,,,,,,440,3000,600,n2s3,n2,shed
338,5,9,4,2,11.3,,,,,,440,3000,600,n2s3,n2,shed
339,13.8,6.4,,,,,,,,,470,3000,600,n2s3,n2,shed
340,15,11.6,,,,,,,,,495,3000,600,n2s3,n2,shed
341,13.2,12.4,,,,,,,,,485,3000,600,n2s3,n2,shed
342,10.9,13,,,,,,,,,520,3000,600,n2s3,n2,shed
343,3.5,5,9,7,,,,,,,375,3000,600,n2s3,n2,shed
344,7,11.6,7.5,,,,,,,,475,3000,600,n2s3,n2,shed
345,9,2,4,5,,,,,,,307,3000,600,n2s3,n2,shed
346,11.6,7,6.5,5,,,,,,,465,3000,600,n2s3,n2,shed
347,8.5,9.3,5,,,,,,,,485,3000,600,n2s3,n2,shed
348,12.7,10.1,2,,,,,,,,455,3000,600,n2s3,n2,shed
349,9,,,,,,,,,,360,3000,600,n2s3,n2,shed
350,7,14,3,,,,,,,,410,3000,600,n2s4,n2,shed
351,11.1,9.4,8.5,,,,,,,,465,3000,600,n2s4,n2,shed
352,7,7,,,,,,,,,317,3000,600,n2s4,n2,shed
353,6,3,,,,,,,,,357,3000,600,n2s4,n2,shed
354,7.5,5.5,12.4,11.6,12.2,6.1,,,,,490,3000,600,n2s4,n2,shed
355,7,10.6,13.1,6.5,4,,,,,,455,3000,600,n2s4,n2,shed
356,2,4.5,2.5,11.9,8.6,2,8.1,,,,380,3000,600,n2s4,n2,shed
357,11.3,13,10.7,,,,,,,,440,3000,600,n2s4,n2,shed
358,5,5,15.6,,,,,,,,490,3000,300,n2s5,n2,shed
359,11.5,5.6,6,6,7,,,,,,435,3000,300,n2s5,n2,shed
360,15.3,,,,,,,,,,410,3000,300,n2s5,n2,shed
361,27.3,,,,,,,,,,585,3000,300,n2s5,n2,shed
362,12.3,,,,,,,,,,575,3000,300,n2s6,n2,shed
363,12.2,10.8,,,,,,,,,520,3000,300,n2s6,n2,shed
364,15,11.8,,,,,,,,,535,3000,300,n2s6,n2,shed
365,7.5,,,,,,,,,,435,3000,600,n6s1,n6,shed
366,9,,,,,,,,,,540,3000,600,n6s1,n6,shed
367,10.6,,,,,,,,,,500,3000,600,n6s1,n6,shed
368,24.3,,,,,,,,,,530,3000,600,n6s1,n6,shed
369,12.7,,,,,,,,,,490,3000,600,n6s1,n6,shed
370,5,15.8,,,,,,,,,530,3000,600,n6s1,n6,shed
371,4,,,,,,,,,,285,3000,600,n6s1,n6,shed
372,10,,,,,,,,,,510,3000,600,n6s1,n6,shed
373,12.9,,,,,,,,,,570,3000,600,n6s1,n6,shed
374,9,,,,,,,,,,530,3000,600,n6s1,n6,shed
375,12.4,,,,,,,,,,390,3000,600,n6s2,n6,shed
376,7,,,,,,,,,,370,3000,600,n6s2,n6,shed
377,20.6,,,,,,,,,,530,3000,600,n6s2,n6,shed
378,17.2,,,,,,,,,,530,3000,600,n6s2,n6,shed
379,17,,,,,,,,,,420,3000,600,n6s2,n6,shed
380,13.3,,,,,,,,,,360,3000,600,n6s2,n6,shed
381,9,,,,,,,,,,380,3000,600,n6s2,n6,shed
382,18.3,,,,,,,,,,510,3000,600,n6s3,n6,shed
383,13,13.2,,,,,,,,,500,3000,600,n6s3,n6,shed
384,9,14.6,8,,,,,,,,370,3000,600,n6s3,n6,shed
385,9,,,,,,,,,,197,3000,600,n6s3,n6,shed
386,24.9,,,,,,,,,,520,3000,600,n6s3,n6,shed
387,14.1,13.8,,,,,,,,,450,3000,600,n6s3,n6,shed
388,22.1,,,,,,,,,,420,3000,600,n6s4,n6,shed
389,17,,,,,,,,,,450,3000,600,n6s4,n6,shed
390,16.4,,,,,,,,,,460,3000,600,n6s4,n6,shed
391,14.8,13.6,18.1,9.9,,,,,,,530,3000,600,n6s4,n6,shed
392,8.5,14.2,,,,,,,,,410,3000,600,n6s5,n6,shed
393,20.9,,,,,,,,,,440,3000,600,n6s5,n6,shed
394,14,8,12.6,8.5,12,,,,,,470,3000,600,n6s5,n6,shed
395,17.9,,,,,,,,,,610,3000,900,n7s1,n7,shed
396,10.9,,,,,,,,,,440,3000,900,n7s1,n7,shed
397,4,1,,,,,,,,,80,3000,900,n7s1,n7,shed
398,2,,,,,,,,,,90,3000,900,n7s1,n7,shed
399,1,,,,,,,,,,50,3000,900,n7s1,n7,shed
